	RegionName	StateName	1/31/2019	2/28/2019	3/31/2019	4/30/2019	5/31/2019	6/30/2019	7/31/2019	8/31/2019	9/30/2019	10/31/2019	11/30/2019	12/31/2019	1/31/2020	2/29/2020	3/31/2020	4/30/2020	5/31/2020	lat	lng
705	Stephenville, TX	TX	92159	92509	93092	94027	94556	95237	95710	96545	97004	97325	97284	97753	98201	98444	98549	98335	98286	32.2206958	-98.2022633
706	Americus, GA	GA	108551	108614	108611	109106	109420	109776	109979	110285	110647	111045	111038	110611	110151	110163	110045	109856	109419	32.0723861	-84.23268759999999
707	Easton, MD	MD	205561	205185	204208	203904	203576	203900	204026	204550	204558	204329	203258	202663	202003	201566	201067	200276	199888	38.7742826	-76.0763305
708	North Platte, NE	NE	60836	61119	61377	61469	61650	61768	62114	62481	62845	63026	63064	63035	62976	63084	63217	63342	63392	41.1402759	-100.7601454
709	Newberry, SC	SC	73173	72924	71968	71321	70748	70993	71203	71439	71726	71823	71696	71719	71917	72124	72762	73285	73875	34.2745833	-81.6187178
710	Ada, OK	OK	36053	35748	35760	35798	36050	36379	36683	36729	36739	36822	37130	37751	38326	38715	38842	38938	38896	34.774531	-96.6783449
711	Moscow, ID	ID	180326	180009	180929	181762	182497	184292	185298	186419	186420	185870	185614	186027	187523	189122	190016	190369	190964	46.73238749999999	-117.000165
712	Safford, AZ	AZ	88006	87343	86644	86023	86177	86420	86713	86563	86437	86615	86494	86791	87202	88064	88980	89595	89958	32.8339546	-109.70758
713	Murray, KY	KY	65754	65920	66081	65985	66284	66750	67314	67743	67980	68239	68811	69415	69920	70008	70037	70049	69738	36.6103334	-88.31476099999999
714	Bennington, VT	VT	142555	143309	144536	145927	146138	146249	145463	145629	145673	146071	146560	147310	147494	147370	146857	146278	146346	42.8781345	-73.1967741
715	Huntington, IN	IN	55225	55520	55948	56172	56469	56699	57143	57454	57664	57753	57869	57918	57966	57973	57948	57988	58037	40.8831011	-85.49747599999999
716	Mayfield, KY	KY	46608	46705	46924	47248	47447	47561	47496	47493	47528	47654	47769	47959	48010	47857	47554	47161	46715	36.7417235	-88.6367154
717	Escanaba, MI	MI	64082	64408	64298	64261	63917	64058	64092	64036	63928	63880	64135	64396	64623	64601	64862	65134	65670	45.74524659999999	-87.06458010000001
718	Canton, IL	IL	42174	42197	42184	42168	42297	42411	42516	42657	42820	42896	42732	42619	42474	42383	42263	42110	41853	40.6331249	-89.3985283
719	Corinth, MS	MS	85908	85670	86058	86515	87105	87395	87746	88066	88589	88774	88735	88908	89076	89221	88932	88360	87541	34.9342548	-88.5222702
720	Astoria, OR	OR	209297	209780	209826	210117	210920	212243	213779	214723	215633	216650	217607	218205	218497	218519	218816	218917	218576	46.1878841	-123.8312534
721	Peru, IN	IN	47678	47837	47920	48057	48211	48459	48744	49133	49475	49790	49993	50238	50318	50323	50352	50455	50542	40.7536528	-86.0688811
722	Coshocton, OH	OH	74865	75220	75900	76274	76520	76604	77107	77490	77949	78397	78842	79121	79357	79585	79725	80022	80610	40.2720151	-81.8595756
723	Newton, IA	IA	66376	66897	67312	67362	67206	67001	66798	66803	66910	67082	67180	67206	66986	66702	66401	66324	66355	41.7033177	-93.05735330000002
724	Logan, WV	WV	35865	35826	35906	36079	36349	36571	36809	37086	37234	37459	37617	37890	38135	38542	38942	39289	39556	37.8487147	-81.9934581
725	Bay City, TX	TX	132059	131846	131429	130731	130965	131311	132090	132597	132997	132844	132859	132996	133444	134057	134701	135233	135215	28.9827565	-95.969402
726	Fremont, NE	NE	69286	69602	69853	70126	70084	70045	70026	70273	70418	70524	70481	70503	70442	70547	70718	70923	71315	41.4333909	-96.49814669999999
727	Hutchinson, MN	MN	122988	122674	122986	123774	125643	127080	128716	128364	128407	128544	130176	132374	134722	135992	136534	136748	136543	44.89254830000001	-94.3692926
728	Batesville, AR	AR	43107	42980	42749	42707	43108	43382	43401	43483	43644	44252	44349	44183	43560	43438	43420	43398	42927	35.769799	-91.6409721
729	Owatonna, MN	MN	72881	72775	72722	73172	73916	74509	75713	76390	77067	77341	77490	77753	77725	77770	77725	77476	77166	44.0855572	-93.2259349
730	Vidalia, GA	GA	41257	41791	42310	42598	42565	42540	42347	42497	42614	43011	43104	43238	43229	43641	44007	44566	45301	32.2176855	-82.4134614
731	Summit Park, UT	UT	329467	330887	331169	330097	330204	330519	330975	331503	332553	334186	334787	334845	334449	335504	337887	341031	343557	40.7457117	-111.6131415
732	Arkansas City-Winfield, KS	KS	35925	35776	35792	36050	36324	36267	36240	36051	36005	35896	35746	35771	35847	36262	36794	37104	37308	37.0619736	-97.0383712
733	Laramie, WY	WY	157301	158364	158967	160298	161674	162719	163778	165215	167040	168723	169827	170405	170671	170676	171092	170763	170234	41.3113669	-105.5911007
734	Plainview, TX	TX	43180	42777	42554	42687	42970	43174	42942	42632	42055	41553	41130	40810	40474	40177	39614	38831	37829	34.1847936	-101.7068417
735	Laurinburg, NC	NC	22465	22618	22856	22727	22527	22374	22215	22398	22461	22416	22206	22070	21914	21976	22049	22422	22872	34.7740494	-79.46282479999999
736	Dixon, IL	IL	45987	46057	46184	46415	46508	46479	46380	46467	46504	46662	46720	46892	46965	47087	47118	47142	47246	41.8389213	-89.47954779999999
737	Alexandria, MN	MN	116013	116187	116790	117922	118983	119885	121186	123216	124726	125511	126448	127918	129118	129868	130841	132310	134193	45.8848164	-95.3776663
738	Newport, TN	TN	97995	98108	98591	98640	98793	98852	99315	99554	99846	99752	100012	100525	101036	101594	101996	102470	102891	35.9670412	-83.1876578
739	DeRidder, LA	LA	65217	65122	65321	65498	65851	66150	65766	65673	65197	65204	65077	65309	65258	65430	65607	65872	65828	30.8463055	-93.2890527
740	Lebanon, MO	MO	47215	47296	47439	47732	48004	48169	48272	48491	48697	48983	49316	49557	49819	49878	49919	49843	49817	37.6805967	-92.6637865
741	Coffeyville, KS	KS	29558	29707	29848	29778	29519	29143	28904	28442	28026	27711	27699	27467	27135	26682	26317	26051	25845	37.0373005	-95.6163665
742	Seneca Falls, NY	NY	88952	89392	89830	90701	91387	91982	92246	92696	93124	93624	94088	94548	94912	95088	95192	95158	95283	42.9106219	-76.7966215
743	Sulphur Springs, TX	TX	86858	87367	87367	87587	87760	88417	88827	89104	89365	89606	89819	90000	90147	90186	90428	90520	90593	33.1384479	-95.6010668
744	Martin, TN	TN	47740	47640	47964	48132	48414	48407	48585	48829	49003	49166	49180	49265	49349	49596	49583	49657	49676	36.3433965	-88.8503379
745	Susanville, CA	CA	84883	84635	84175	83765	83888	84291	84836	85005	85289	85371	85267	85201	85156	85343	85636	85826	85593	40.4162842	-120.6530063
746	Brookhaven, MS	MS	86949	86899	87888	89523	90982	91925	92554	93011	93132	93921	94614	95862	97060	98074	98320	98085	98216	31.5790588	-90.4406506
747	Arcadia, FL	FL	70664	70851	71312	71498	71685	71734	71767	71913	72120	72501	72886	73451	73813	74206	74311	74608	74883	27.2158826	-81.8584164
748	Taylorville, IL	IL	39508	39525	39587	39621	39832	40171	40478	40706	40846	41047	41165	41224	41202	41169	41129	41080	40912	39.548935	-89.294533
749	Decatur, IN	IN	213092	213588	214397	215271	215773	215996	216249	216478	215660	213943	212003	211311	211441	211601	211456	211459	211689	40.830603	-84.9291329
750	Junction City, KS	KS	46393	46418	46541	47033	46956	47162	47059	47336	47152	47468	47543	48106	48311	48493	48667	48744	49323	39.0286093	-96.83139779999999
751	Effingham, IL	IL	138427	138977	139499	139971	140616	141277	141981	142542	143022	143519	143684	143931	144117	144302	144335	144310	144144	39.1200418	-88.5433829
752	Valley, AL	AL	36260	36914	37143	37338	37244	37408	37454	37554	37589	37597	37548	37524	37699	37571	37688	37775	38086	32.8187406	-85.1793852
753	Butte, MT	MT	66707	66848	67093	67411	67578	67700	67829	68093	68293	68658	68988	69469	70078	70585	71078	71437	71940	46.0038232	-112.5347775
754	Angola, IN	IN	102225	102745	103253	103841	104270	104690	105144	105615	106284	106643	107005	107012	107109	107031	106873	106641	106630	41.6347726	-84.9994088
755	Dodge City, KS	KS	58039	58747	59351	59837	59495	59074	59144	59766	60427	60946	61028	61047	60924	60764	60648	60481	60716	37.7527982	-100.0170787
756	Brenham, TX	TX	167859	168544	169860	170532	171469	172360	173420	174485	175220	176186	176621	177233	177601	178177	178299	178673	178946	30.1668828	-96.39774419999999
757	Emporia, KS	KS	41947	42485	42818	43005	42801	43029	43702	44305	44681	44786	44779	44825	44551	44202	43827	43484	43262	38.403903	-96.18166260000001
758	Jackson, OH	OH	43521	43857	44024	44353	44653	45107	45526	45844	46039	46207	46330	46353	46239	46318	46397	46347	46224	39.0520169	-82.6365536
759	Frankfort, IN	IN	51345	51510	51806	52022	52060	51985	52064	52160	52369	52487	52377	52379	52331	52362	52294	52263	52421	40.2794809	-86.5108355
760	Brevard, NC	NC	165839	166173	166606	166907	167708	168408	169256	169860	170323	171041	171765	172338	172583	173024	173672	174369	174798	35.2334472	-82.7342919
761	Taos, NM	NM	201918	202366	203456	205049	206722	207795	208968	209320	209746	209319	209002	209933	211128	212190	212624	212631	212178	36.4072485	-105.5730665
762	Malvern, AR	AR	60378	61217	61668	62163	62144	62542	63054	63712	64476	64953	64853	64398	64031	63577	63455	63224	63209	34.3623149	-92.81294620000001
763	Troy, AL	AL	61386	61983	62448	63169	62933	62504	61740	61316	60670	59946	59247	58713	58292	57489	56460	55204	54318	31.8087678	-85.969951
764	Wabash, IN	IN	63741	64136	64554	65098	65462	65733	65919	66366	66815	67145	67346	67523	67666	67837	68013	68268	68636	40.797821	-85.8205411
765	Cambridge, MD	MD	71023	70974	71190	71473	71948	71937	71940	71873	71876	72145	72103	72115	72134	72404	72461	72501	72581	38.5631744	-76.0788292
766	Macomb, IL	IL	37141	37176	37152	36995	37023	37186	37396	37441	37451	37513	37467	37430	37371	37424	37487	37605	37483	40.4592076	-90.67179709999999
767	Vernal, UT	UT	180073	180174	182045	183942	185213	185564	186144	187037	188578	189817	190990	191436	192832	193782	193568	193313	193674	40.4555157	-109.5287479
768	Kingsville, TX	TX	71859	72849	73591	74223	74223	74453	74940	75416	75478	75307	75222	75407	75588	75523	75439	75567	75916	27.5158689	-97.85610899999999
769	Madison, IN	IN	70841	71389	71963	72457	72830	72986	73098	73316	73535	73967	74457	74905	75159	75660	76277	77007	77849	38.7358933	-85.37995769999999
770	Mount Pleasant, TX	TX	88550	89219	89668	89822	89970	90207	90405	90549	90945	91428	91806	91627	91294	90897	90402	89994	89524	33.1567863	-94.96826899999999
771	Paris, TN	TN	48775	49039	49283	49492	49600	49810	49948	50292	50445	50814	51087	51413	51593	51820	52049	52338	52645	36.3020023	-88.32671069999999
772	Columbus, NE	NE	93428	93960	94203	94892	95607	96423	96805	97131	97440	97839	97932	97959	97832	97822	97950	97514	97038	41.43029730000001	-97.3593904
773	Brookings, SD	SD	113151	113446	113669	113966	114385	114925	115380	115742	115790	116000	116726	117474	118246	118664	119014	119309	119191	44.3113573	-96.79838769999999
774	Kennett, MO	MO	31107	30995	30779	30512	30513	30667	30886	31152	31413	31464	31183	30949	30896	31027	31266	31578	31711	36.2361762	-90.0556493
775	Beeville, TX	TX	95680	95964	97354	97346	97612	97865	97912	96778	95454	94217	94209	94480	94501	94037	93525	93726	94241	28.4008319	-97.7483312
776	Miami, OK	OK	28033	27921	27957	27960	28044	28175	28302	28449	28573	28753	28867	28983	29017	28994	28928	28976	29057	36.8745146	-94.8774554
777	Dayton, TN	TN	74964	75219	75596	75541	75605	75883	76345	76872	76950	76979	77309	77845	78266	78777	79332	80119	80704	35.4939587	-85.01245349999999
778	Washington, IN	IN	54173	54504	54909	55134	55494	55850	56217	56281	56485	56691	57000	57253	57496	57694	57829	58031	58186	38.65921520000001	-87.172789
779	Camden, AR	AR	32991	33835	34276	34550	34296	34063	33604	33623	33944	34340	34421	34293	33844	33450	33311	33177	33238	33.5845581	-92.8343294
780	Jackson, WY	WY	414820	416921	418257	420467	423390	428557	432830	436781	438584	439952	441532	442860	445259	447267	449349	450669	450822	43.4799291	-110.7624282
781	Hastings, NE	NE	77198	77533	77849	78151	78658	79229	79832	80139	80431	80886	81273	81527	81633	81790	81960	82106	82141	40.5862583	-98.38987259999999
782	Juneau, AK	AK	200413	199662	199306	199483	199987	201457	202484	203851	204062	205091	205653	206087	206475	207085	207531	207743	207680	58.3019444	-134.4197221
783	Albert Lea, MN	MN	44164	44321	44599	45008	45082	45254	45369	45586	45795	45926	45893	45983	46272	46572	46730	46765	47025	43.6478006	-93.3686555
784	Lewisburg, TN	TN	94962	94400	94935	95097	95421	95373	95630	95969	96411	96785	96939	97546	97691	98100	98065	98485	98638	35.4492404	-86.7888887
785	Iron Mountain, MI	MI	79874	80117	80419	80658	81075	81570	82142	82682	82839	82919	82965	83301	83540	83686	83809	84020	84196	45.8202334	-88.0659603
786	Lincoln, IL	IL	44482	44594	44786	44887	44977	45050	45317	45530	45694	45792	45771	45721	45703	45589	45416	45271	45110	40.1483768	-89.3648183
787	Jesup, GA	GA	75794	75881	75917	75842	75948	75999	76645	76959	77615	78259	78784	79109	79147	79514	79975	80402	80764	31.6074365	-81.8853924
788	Kirksville, MO	MO	74724	75332	75750	75991	76480	77176	77761	78474	78821	79286	79536	79651	79725	79820	79941	80175	80013	40.19475389999999	-92.5832496
789	Alpena, MI	MI	69522	69252	69036	69206	69880	70163	70597	71020	71929	72536	72923	72963	73220	73780	73893	73679	72717	45.0616794	-83.4327528
790	Silver City, NM	NM	112785	112816	112739	112579	112317	112304	112666	113384	113632	113510	112757	112558	112780	113337	113524	113779	113850	32.770075	-108.280326
791	Indianola, MS	MS	53320	53677	53621	53652	53881	54283	54762	55026	55153	55253	55442	55666	55978	56189	56708	57087	57243	33.4509513	-90.6550917
792	Elkins, WV	WV	52775	52712	52795	52813	53057	53539	54035	54695	55062	55417	55751	56294	56980	57735	58335	59070	59227	38.92593970000001	-79.8467349
793	Las Vegas, NM	NM	120362	120902	121973	123561	125123	126175	126485	126885	127065	127729	127441	127360	127176	126805	125896	124281	122594	35.5942137	-105.2227978
794	McPherson, KS	KS	70099	70665	71187	71650	71896	72228	72774	73457	74294	74809	75024	74939	74855	74929	75017	75142	75176	38.3708415	-97.66420869999999
795	Sheridan, WY	WY	179391	180013	180904	182325	183927	185143	186031	186108	186788	187374	188324	189148	189951	190767	191391	191631	191830	44.7971939	-106.9561791
796	Washington Court House, OH	OH	45795	46039	46214	46350	46608	46774	47155	47680	48377	49012	49306	49514	49745	50265	50842	51438	51965	39.5373688	-83.437579
797	Van Wert, OH	OH	50644	50958	51167	51453	51680	52003	52217	52401	52612	52800	53054	53234	53431	53525	53673	53718	53822	40.8694927	-84.58412229999999
798	Merrill, WI	WI	87869	88356	88439	88800	88676	88635	88737	89032	89137	88914	88717	87979	87493	86918	86789	86348	85964	45.1805223	-89.683459
799	Ludington, MI	MI	86618	86660	86496	86977	87631	88421	88774	89071	89477	89940	90137	90374	90786	91301	92018	92414	92927	43.9552825	-86.4525831
800	Middlesborough, KY	KY	34402	34026	33827	33966	33962	33997	33742	34005	34094	34323	34227	34343	34598	35148	35566	35826	36328	36.6072567	-83.7142848
801	Crescent City, CA	CA	133607	134550	135372	136685	137221	137680	137940	138090	138423	139247	140160	141105	141858	142991	144181	145156	146256	41.7557501	-124.2025913
802	North Vernon, IN	IN	64859	65105	65199	65304	65644	66106	66435	66740	66871	67299	67629	67932	67900	68234	68604	69099	69353	39.006165	-85.6235796
803	Hays, KS	KS	65496	65190	65041	65059	65254	65398	65461	64817	64409	63985	64298	64535	64905	65182	65488	65580	65575	38.8791783	-99.3267702
804	Fort Morgan, CO	CO	99512	100270	100857	101443	102030	102773	103484	103824	104069	104334	104670	105020	105392	105744	106155	106394	106634	40.2502582	-103.7999509
805	Mineral Wells, TX	TX	94353	94573	94831	95529	96032	96764	97440	98135	98987	99581	100027	100320	100458	100342	100096	99417	98863	32.8084605	-98.1128223
806	Breckenridge, CO	CO	361420	364159	367689	370533	371737	372413	373264	374441	375271	376249	376703	378055	379258	379608	378906	378173	378655	39.4816537	-106.0383518
807	Bastrop, LA	LA	24434	24641	24764	24794	24771	24909	25074	25194	25270	25365	25550	25781	25942	25969	26074	26313	26568	32.7562463	-91.8723497
808	Bainbridge, GA	GA	39578	38872	38646	38773	39194	39222	39089	38610	38759	39103	39513	39819	40151	40698	40917	40792	40194	30.9037995	-84.57546990000002
809	Wauchula, FL	FL	56790	57165	57567	57918	57923	57838	57923	58032	58206	58157	58063	58052	58375	58493	58599	58711	59062	27.5472589	-81.8114715
810	Hailey, ID	ID	257247	259106	261351	262974	264673	265896	267342	268607	269663	269495	269631	269914	270830	271818	272615	273760	274934	43.51962880000001	-114.3153245
811	Great Bend, KS	KS	30240	30013	30098	30094	30318	30196	30164	30387	30692	30849	30834	30783	30800	31037	31149	31330	31348	38.3644567	-98.7648073
812	Weatherford, OK	OK	48601	49004	49144	49293	49197	49301	49412	49849	50107	50552	50672	50695	50600	50396	50420	50534	50750	35.5261633	-98.7075744
813	Watertown, SD	SD	99887	100558	101076	101054	101224	101501	101698	101968	102222	102206	102304	102273	102085	102086	102091	102555	102806	44.8994088	-97.1150732
814	Thomaston, GA	GA	31880	32004	32156	32301	32374	32543	32712	32878	32890	32846	32737	32692	32641	32594	32537	32498	32473	32.8881879	-84.3265854
815	Mountain Home, ID	ID	124337	125654	126532	127240	128484	129866	131432	132377	133633	134798	136158	137412	138520	139279	140151	140939	140970	43.1329504	-115.6911975
816	Altus, OK	OK	17613	17628	17786	17966	18108	18193	18350	18538	18746	18894	19133	19460	19901	20263	20554	20856	21222	34.637765	-99.3340442
817	Uvalde, TX	TX	112858	113846	114879	115788	116811	118425	119607	120667	121179	121642	122208	123060	123316	123005	122915	122808	122736	29.20968359999999	-99.7861679
818	Lexington, NE	NE	77343	77714	78064	78337	78655	78989	79268	79544	79672	79895	79846	79923	79895	80051	80174	80276	80285	40.7808398	-99.74150449999999
819	Boone, IA	IA	64729	64800	64942	65286	65555	66141	66622	67182	67339	67502	67600	67860	68198	68511	68772	68914	69142	42.0597047	-93.8802273
820	Toccoa, GA	GA	65137	65136	65596	65974	66362	66771	67141	67739	68048	68514	68663	69138	69194	69501	69560	69791	69924	34.5773206	-83.3323851
821	Clarksdale, MS	MS	36252	36492	36637	36804	36741	36916	37092	37499	37728	37960	38030	38114	38164	38279	38474	38678	38896	34.2001086	-90.5709323
822	Summerville, GA	GA	48558	48848	49318	50123	49964	49469	48594	48311	48543	48881	49049	48548	48164	47807	47389	46674	46420	34.480642	-85.3477343
823	Ottawa, KS	KS	52468	52844	53188	53446	53683	53916	54317	54576	54891	55179	55393	55632	55843	55986	56023	56078	56132	38.615768	-95.2686366
824	New Ulm, MN	MN	101321	101851	102399	103173	103555	104084	104384	104887	105415	105901	106089	106309	106314	106277	106170	106161	106395	44.3144394	-94.45930179999999
825	Marshall, MN	MN	42190	42489	42958	43103	43329	43519	43744	43910	44021	44324	44470	44634	44840	44896	44928	45057	45137	44.448423	-95.79119159999999
826	La Grande, OR	OR	127156	127390	127539	127920	128486	129144	130121	130720	131202	131401	132039	132428	132961	133130	133410	133524	133418	45.3245771	-118.0877188
827	Greensburg, IN	IN	78157	78516	78931	79286	79808	80279	80702	81253	81681	82195	82383	82718	82879	83200	83473	83756	84013	39.3372722	-85.483581
828	Mexico, MO	MO	44792	44662	45079	45318	45814	45919	46188	46364	46761	47149	47357	47461	47447	47635	47580	47666	47601	39.1730652	-91.887271
829	Moberly, MO	MO	45727	45624	45666	45592	45780	45892	46067	46183	46296	46422	46495	46624	46625	46866	46950	47096	47038	39.4183689	-92.43823669999999
830	The Dalles, OR	OR	171906	172224	172270	172731	173281	174633	176088	177340	178453	179288	179843	180203	180744	181341	182169	182825	183445	45.5945645	-121.1786823
831	Deming, NM	NM	43624	44071	44546	44982	44887	44880	44720	44761	44649	44746	44927	45082	45109	45206	45365	45583	46079	32.2686981	-107.7586404
832	Fallon, NV	NV	104185	104741	105386	105650	105680	106011	106449	106768	106970	107073	107108	107381	108078	108643	109064	109556	110350	39.4748693	-118.7770407
833	Fredericksburg, TX	TX	245640	249008	251820	255213	256559	256486	255453	254678	258363	263311	267976	269812	271106	270206	269532	267711	266717	30.2752011	-98.8719843
834	Magnolia, AR	AR	82353	81691	81276	81018	80890	81256	81523	81968	81485	81037	80166	79464	78522	77777	77138	76260	75113	33.2670725	-93.239334
835	Campbellsville, KY	KY	48700	49177	49583	50015	50263	50532	50758	51070	51467	51950	52368	52588	52663	52541	52468	52324	52326	37.3433974	-85.3419069
836	Connersville, IN	IN	35348	35526	35780	35875	36017	36139	36438	36925	37226	37465	37279	37077	36784	36690	36620	36665	36724	39.6411589	-85.1410748
837	Dickinson, ND	ND	135066	134657	133968	132208	130183	128887	129469	129893	130035	129357	128495	127837	127086	126445	125826	126040	126117	46.8791756	-102.7896242
838	Spearfish, SD	SD	119728	119617	120043	119802	119629	119380	119407	119583	119518	119387	119272	119515	119458	119794	120140	121148	122545	44.4908172	-103.8593697
839	Heber, UT	UT	258154	260055	262175	263543	265208	266123	266927	267192	267045	266775	266974	267076	267455	267734	268193	268682	268688	40.5070087	-111.4133234
840	Steamboat Springs, CO	CO	246992	247275	248029	249025	250937	252918	254708	255822	256804	257808	258303	258538	258427	258266	257375	255730	253061	40.4849769	-106.8317158
841	Cordele, GA	GA	140006	140456	140804	140817	140651	140611	140998	141786	142518	142748	142236	141893	141512	141679	141837	142153	142221	31.9635074	-83.7823938
842	Maryville, MO	MO	57226	57897	58718	59380	59284	59014	58926	59007	59259	59586	60256	60559	60706	60416	60034	59814	60248	40.3461017	-94.8724706
843	Arkadelphia, AR	AR	68637	68840	69474	70520	71438	72023	72689	73369	73492	73535	73607	73924	74291	74586	74533	74316	74113	34.1209292	-93.0537839
844	Liberal, KS	KS	49880	49153	48296	48216	48361	48636	48449	48136	47685	47430	46956	46809	46849	47314	47742	47701	47633	37.0430812	-100.920999
845	Levelland, TX	TX	49090	49595	49821	49697	48994	47973	47046	46947	46873	46570	46198	45359	44702	44313	44271	44389	44823	33.5873164	-102.37796
846	Wahpeton, ND	ND	59560	59097	58475	58689	59075	59346	59581	59639	59618	59442	58978	58797	58986	59593	60100	60349	60448	46.2652367	-96.60590719999999
847	Mitchell, SD	SD	55682	55769	55988	56187	56613	56764	56891	56767	56817	56875	56933	56949	57042	57186	57209	57214	57157	43.7094283	-98.0297992
848	Sterling, CO	CO	83134	83940	84714	85470	85770	86088	86519	86822	87007	87196	87230	87273	87203	86776	86315	85824	85593	40.6255415	-103.207709
849	Pampa, TX	TX	43868	44136	43965	44165	44022	44296	44503	44920	45069	44928	44825	44549	44591	44158	44066	43670	43589	35.5361559	-100.9598709
850	Yankton, SD	SD	90418	90541	90479	90183	90159	90359	91346	92096	92230	92077	92443	92643	92526	92541	92591	92524	91915	42.87110879999999	-97.39728129999999
851	Williston, ND	ND	155542	156001	155484	155945	155689	156155	156302	156747	156813	156610	156571	156221	156313	156087	156605	156710	157018	48.1469683	-103.6179745
852	Oskaloosa, IA	IA	41401	41868	42144	42132	42031	42091	42157	42232	42257	42330	42527	42629	42530	42250	42087	42019	42020	41.2916728	-92.6493595
853	Brookings, OR	OR	330804	332143	333106	334021	335164	336268	337728	339078	340700	341597	342023	342485	343444	344438	345220	346023	346336	42.0526114	-124.2839819
854	Hood River, OR	OR	326960	328182	329338	330461	331811	333273	334693	336191	337921	339786	340406	340656	340420	340560	340644	340851	340764	45.7067985	-121.528087
855	Beatrice, NE	NE	45054	45119	45163	45084	45238	45340	45597	45727	45871	46020	46014	46018	45877	45929	46009	46160	46076	40.2659269	-96.7466913
856	Borger, TX	TX	32247	31967	31946	32034	32097	32099	32272	32548	32833	32842	32641	32424	32372	32404	32254	32052	31851	35.6678203	-101.3973876
857	Elk City, OK	OK	38395	38696	38905	39118	39281	39344	39498	39545	39781	39982	40230	40310	40369	40344	40253	40109	39956	35.4119944	-99.4042592
858	Grenada, MS	MS	46571	46653	46356	46226	46424	46866	47222	47538	47947	48322	48714	49047	49566	50269	51261	52241	53118	33.7690049	-89.8084192
859	Parsons, KS	KS	23162	23141	23437	23726	23985	23957	24076	24229	24427	24619	24682	24833	25088	25439	25611	25806	26046	37.34033840000001	-95.2610838
860	Price, UT	UT	80503	81215	81797	82395	83207	84137	84789	84953	85139	85542	85975	86505	86548	86387	86416	86499	86326	39.5994095	-110.8107148
861	Port Lavaca, TX	TX	101098	101594	102027	102626	103279	103779	104369	104803	105304	105659	105993	106131	106403	106377	106349	106356	106360	28.6149968	-96.6260892
862	Worthington, MN	MN	78329	78648	79274	79978	80347	80730	80756	80850	80710	80700	80690	80816	80997	81174	81064	80737	80616	43.6210985	-95.59414360000001
863	Pierre, SD	SD	110504	110925	110164	109463	109800	110633	111867	111770	111785	111714	112377	112319	112167	112170	113028	113747	113587	44.36678759999999	-100.3537522
864	Evanston, WY	WY	126682	126691	127116	127039	127238	126914	127192	127195	127310	127441	127355	127518	127570	127641	127382	127730	128028	41.2682794	-110.9632373
865	Jamestown, ND	ND	104876	105616	106407	107252	107015	106845	106859	107577	107912	108035	108139	108284	108718	108427	108014	107280	107016	46.9105438	-98.7084357
866	Prineville, OR	OR	155637	156388	156858	157819	158719	159863	160738	161718	162473	163755	164851	165525	166449	167099	167900	167968	168186	44.2998485	-120.8344664
867	Guymon, OK	OK	43335	44022	44246	44437	44687	45008	45350	45555	45807	46027	46437	46485	46563	46458	46612	46777	46882	36.6828041	-101.4815493
868	Storm Lake, IA	IA	54370	54650	54831	54816	54722	54656	54787	54982	55251	55442	55650	55652	55718	55724	55820	56050	56303	42.6430359	-95.2019399
869	Woodward, OK	OK	37623	37726	37893	37875	37956	38105	38377	38579	38688	38656	38759	39056	39443	39789	40102	40577	41012	36.4336481	-99.3903862
870	Portales, NM	NM	69559	70332	71765	72554	72841	72505	72161	72002	72121	71802	71044	70411	70240	69969	69631	69172	68754	34.1861922	-103.3343978
871	Othello, WA	WA	51981	52529	52918	53250	53514	53928	54213	54572	54862	55409	55645	55978	55906	55799	55686	55673	55754	46.8259742	-119.1752913
872	Los Alamos, NM	NM	131372	132195	133250	134211	134626	135192	135117	135828	135801	136746	137373	138399	139217	139878	140281	140523	140661	35.8800364	-106.3031138
873	Fitzgerald, GA	GA	90769	90884	90834	90414	90006	90039	90050	90190	90096	89593	88917	88526	88144	88057	88129	88156	88158	31.7149082	-83.25265449999999
874	Maysville, KY	KY	33767	34065	34072	34247	34424	34939	35366	35637	35660	35626	35583	35654	35679	35616	35763	35762	35669	38.6411854	-83.744365
875	Huron, SD	SD	63517	63888	64536	65165	65128	64699	64111	64302	64433	64951	65368	65653	65421	65228	64958	64722	64798	44.3633173	-98.21425719999999
876	Atchison, KS	KS	39832	39834	40038	40090	40267	40358	40728	40987	41096	40992	40730	40614	40468	40578	40548	40544	40442	39.5630521	-95.12163559999999
877	Snyder, TX	TX	48284	48543	49196	49442	50094	50523	50586	50620	50656	51068	51522	51951	51978	52095	51912	51983	51896	32.7178862	-100.9176184
878	Fairfield, IA	IA	72848	73504	74068	74209	74235	74305	74489	74944	75297	75693	75681	75689	75222	74836	74439	74269	73961	41.00761139999999	-91.9636914
879	Spencer, IA	IA	56153	56243	56197	56454	56540	56669	56782	56801	57265	57822	58379	58499	58746	58802	58863	58591	58350	43.1450748	-95.144318
880	Spirit Lake, IA	IA	126827	127351	127921	128481	128851	129603	130364	131082	131398	131517	131495	131687	131927	132037	131988	131911	131926	43.4226192	-95.1022313
881	Vineyard Haven, MA	MA	561543	562009	563061	564834	568158	571304	574169	576969	579711	582018	583068	583501	584971	587108	589149	589795	588916	41.4542786	-70.6036395
